Type,SKU,Name,Published,Visibility in catalog,Short description,Description,In stock?,Categories,Tags,Images
simple,TUE-RE-033,Accesorio para pulseras/reloj vertical (tue-re-033),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para pulseras/reloj vertical. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-RE-033</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 10.</p>",1,Pulseras & Relojes,"pulseras,TUE-RE-033",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-re-033-accesorio-para-pulseras-reloj-vertical.jpg
simple,TE-PNM,Pechera para cadenas y/o collares (p-nm),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Pechera para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> P-NM</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 11.</p>",1,Cadenas & Collares,"cadenas,P-NM",https://tuexhibidor.cl/wp-content/uploads/catalog/p-nm-pechera-para-cadenas-y-o-collares.jpg
simple,TE-LDAN,Pechera para cadenas y/o collares (l-dan),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Pechera para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> L-DAN</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 11.</p>",1,Cadenas & Collares,"cadenas,L-DAN",https://tuexhibidor.cl/wp-content/uploads/catalog/l-dan-pechera-para-cadenas-y-o-collares.jpg
simple,TE-DNS11,Pechera para cadenas y/o collares (dns-11),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Pechera para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> DNS-11</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 11.</p>",1,Cadenas & Collares,"cadenas,DNS-11",https://tuexhibidor.cl/wp-content/uploads/catalog/dns-11-pechera-para-cadenas-y-o-collares.jpg
simple,TE-K28,Pechera para cadenas y/o collares (k-28),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Pechera para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> K-28</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 11.</p>",1,Cadenas & Collares,"cadenas,K-28",https://tuexhibidor.cl/wp-content/uploads/catalog/k-28-pechera-para-cadenas-y-o-collares.jpg
simple,TE-K29,Pechera para cadenas y/o collares (k-29),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Pechera para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> K-29</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 12.</p>",1,Cadenas & Collares,"cadenas,K-29",https://tuexhibidor.cl/wp-content/uploads/catalog/k-29-pechera-para-cadenas-y-o-collares.jpg
simple,TUE-CO-001,Te exhibidor de collares (tue-co-001),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Te exhibidor de collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-CO-001</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 12.</p>",1,Cadenas & Collares,"cadenas,TUE-CO-001",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-co-001-te-exhibidor-de-collares.jpg
simple,TE-BX89,Exhibidor para 8 cadenas y/o collares (bx-89),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para 8 cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> BX-89</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 12.</p>",1,Cadenas & Collares,"cadenas,BX-89",https://tuexhibidor.cl/wp-content/uploads/catalog/bx-89-exhibidor-para-8-cadenas-y-o-collares.jpg
simple,TE-BX109,Exhibidor para 10 cadenas y/o collares (bx-109),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para 10 cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> BX-109</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 12.</p>",1,Cadenas & Collares,"cadenas,BX-109",https://tuexhibidor.cl/wp-content/uploads/catalog/bx-109-exhibidor-para-10-cadenas-y-o-collares.jpg
simple,TE-BX159,Exhibidor para cadenas y/o collares (bx-159),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para cadenas y/o collares. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> BX-159</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 13.</p>",1,Cadenas & Collares,"cadenas,BX-159",https://tuexhibidor.cl/wp-content/uploads/catalog/bx-159-exhibidor-para-cadenas-y-o-collares.jpg
simple,TE-E35,Cuello plano para cadenas (e-35),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Cuello plano para cadenas. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> E-35</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 13.</p>",1,Cadenas & Collares,"cadenas,E-35",https://tuexhibidor.cl/wp-content/uploads/catalog/e-35-cuello-plano-para-cadenas.jpg
simple,TE-E40,Cuello plano para cadenas y aros (e-40),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Cuello plano para cadenas y aros. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> E-40</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 13.</p>",1,Cadenas & Collares,"cadenas,E-40",https://tuexhibidor.cl/wp-content/uploads/catalog/e-40-cuello-plano-para-cadenas-y-aros.jpg
simple,TE-EXNL,Cuello plano para cadenas (e-xnl),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Cuello plano para cadenas. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> E-XNL</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 13.</p>",1,Cadenas & Collares,"cadenas,E-XNL",https://tuexhibidor.cl/wp-content/uploads/catalog/e-xnl-cuello-plano-para-cadenas.jpg
simple,TUE-BA-034,Exhibidor plano para 21 pares de aros (tue-ba-034),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor plano para 21 pares de aros. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-BA-034</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 14.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-BA-034",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ba-034-exhibidor-plano-para-21-pares-de-aros.jpg
simple,TUE-BA-035,Exhibidor plano para cadenas (tue-ba-035),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor plano para cadenas. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-BA-035</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 14.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-BA-035",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ba-035-exhibidor-plano-para-cadenas.jpg
simple,TUE-S-035,Accesorio para aros (l-ml) (tue-s-035),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros (l-ml). Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-S-035</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 14.</p>",1,Aros & Anillos,"anillos,TUE-S-035",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-s-035-accesorio-para-aros-l-ml.jpg
simple,TUE-AR-036,Accesorio para aros (l-md2) (tue-ar-036),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros (l-md2). Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-036</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 14.</p>",1,Aros & Anillos,"anillos,TUE-AR-036",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-036-accesorio-para-aros-l-md2.jpg
simple,TUE-S-037,Accesorio para aros (l-md22) (tue-s-037),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros (l-md22). Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-S-037</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 15.</p>",1,Aros & Anillos,"anillos,TUE-S-037",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-s-037-accesorio-para-aros-l-md22.jpg
simple,TUE-AR-038,Accesorio para aros (l-m7) (tue-ar-038),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros (l-m7). Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-038</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 15.</p>",1,Aros & Anillos,"anillos,TUE-AR-038",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-038-accesorio-para-aros-l-m7.jpg
simple,TUE-AR-039,Accesorio para aros (l-m6) (tue-ar-039),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros (l-m6). Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-039</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 15.</p>",1,Aros & Anillos,"anillos,TUE-AR-039",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-039-accesorio-para-aros-l-m6.jpg
simple,TUE-AR-040,Accesorio para aros (tue-ar-040),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-040</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 15.</p>",1,Aros & Anillos,"anillos,TUE-AR-040",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-040-accesorio-para-aros.jpg
simple,TUE-AR-041,Accesorio para aros (tue-ar-041),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-041</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 16.</p>",1,Aros & Anillos,"anillos,TUE-AR-041",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-041-accesorio-para-aros.jpg
simple,TUE-S-042,Accesorio para set de aros y anillos (tue-s-042),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para set de aros y anillos. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-S-042</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 16.</p>",1,Aros & Anillos,"anillos,TUE-S-042",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-s-042-accesorio-para-set-de-aros-y-anillos.jpg
simple,TUE-DI-043,Accesorio para dijes (tue-di-043),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para dijes. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-DI-043</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 16.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-DI-043",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-di-043-accesorio-para-dijes.jpg
simple,TUE-DI-015,Exhibidor para dijes (tue-di-015),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para dijes. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-DI-015</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 16.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-DI-015",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-di-015-exhibidor-para-dijes.jpg
simple,TUE-AR-044,Exhibidor para 12 pares de aros colgantes (tue-ar-044),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para 12 pares de aros colgantes. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-044</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 17.</p>",1,Aros & Anillos,"anillos,TUE-AR-044",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-044-exhibidor-para-12-pares-de-aros-colgantes.jpg
simple,TUE-AR-045,Exhibidor para 12 pares de aros colgantes (tue-ar-045),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para 12 pares de aros colgantes. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-045</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 17.</p>",1,Aros & Anillos,"anillos,TUE-AR-045",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-045-exhibidor-para-12-pares-de-aros-colgantes.jpg
simple,TUE-STAND-001,Set vitrina exhibidor 001 piezas ecocuero (tue-stand-001),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 001 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-001</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 18.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-001",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-001-set-vitrina-exhibidor-001-piezas-ecocuero.jpg
simple,TUE-STAND-002,Set vitrina exhibidor 002 piezas ecocuero (tue-stand-002),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 002 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-002</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 18.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-002",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-002-set-vitrina-exhibidor-002-piezas-ecocuero.jpg
simple,TUE-STAND-003,Set vitrina exhibidor 003 piezas ecocuero (tue-stand-003),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 003 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-003</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 18.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-003",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-003-set-vitrina-exhibidor-003-piezas-ecocuero.jpg
simple,TUE-STAND-004,Set vitrina exhibidor 004 piezas ecocuero (tue-stand-004),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 004 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-004</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 19.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-004",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-004-set-vitrina-exhibidor-004-piezas-ecocuero.jpg
simple,TUE-STAND-005,Set vitrina exhibidor 005 piezas ecocuero (tue-stand-005),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 005 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-005</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 19.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-005",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-005-set-vitrina-exhibidor-005-piezas-ecocuero.jpg
simple,TUE-STAND-006,Set vitrina exhibidor 006 piezas ecocuero (tue-stand-006),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 006 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-006</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 19.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-006",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-006-set-vitrina-exhibidor-006-piezas-ecocuero.jpg
simple,TUE-STAND-007,Set vitrina exhibidor 007 piezas ecocuero (tue-stand-007),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 007 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-007</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 20.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-007",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-007-set-vitrina-exhibidor-007-piezas-ecocuero.jpg
simple,TUE-STAND-008,Set vitrina exhibidor 008 piezas ecocuero (tue-stand-008),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 008 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-008</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 20.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-008",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-008-set-vitrina-exhibidor-008-piezas-ecocuero.jpg
simple,TUE-STAND-009,Set vitrina exhibidor 009 piezas ecocuero (tue-stand-009),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 009 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-009</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 21.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-009",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-009-set-vitrina-exhibidor-009-piezas-ecocuero.jpg
simple,TUE-STAND-010,Set vitrina exhibidor 010 piezas ecocuero (tue-stand-010),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 010 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-010</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 21.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-010",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-010-set-vitrina-exhibidor-010-piezas-ecocuero.jpg
simple,TUE-STAND-011,Set vitrina exhibidor 011 piezas ecocuero (tue-stand-011),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 011 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-011</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 21.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-011",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-011-set-vitrina-exhibidor-011-piezas-ecocuero.jpg
simple,TUE-STAND-012,Set vitrina exhibidor 012 piezas ecocuero (tue-stand-012),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 012 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-012</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 22.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-012",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-012-set-vitrina-exhibidor-012-piezas-ecocuero.jpg
simple,TUE-STAND-013,Set vitrina exhibidor 013 piezas ecocuero (tue-stand-013),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Set vitrina exhibidor 013 piezas ecocuero. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-STAND-013</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 22.</p>",1,Vitrinas & Bandejas,"vitrina,TUE-STAND-013",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-stand-013-set-vitrina-exhibidor-013-piezas-ecocuero.jpg
simple,TUE-AN-022,Exhibidor para anillo (tue-an-022),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Exhibidor para anillo. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AN-022</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 5.</p>",1,Aros & Anillos,"anillos,TUE-AN-022",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-an-022-exhibidor-para-anillo.jpg
simple,TUE-AR-042,Accesorio para aros (tue-ar-042),1,visible,Fabricación chilena — cotizar por WhatsApp,"<p>Accesorio para aros. Exhibidor fabricado en Chile por Tu Exhibidor, con materiales nobles y terminaciones de fábrica.</p><ul><li><strong>Código:</strong> TUE-AR-042</li><li><strong>Cotización:</strong> consultar por WhatsApp</li></ul><p>Catálogo Canva (https://canva.link/v74u1w40pocahcs), página 16.</p>",1,Aros & Anillos,"anillos,TUE-AR-042",https://tuexhibidor.cl/wp-content/uploads/catalog/tue-ar-042-accesorio-para-aros.jpg
